location,date,total_cases,new_cases_smoothed,total_cases_per_million,new_cases_smoothed_per_million,reproduction_rate,positive_rate,tests_per_case,new_deaths_smoothed
Guatemala,17/10/2021,588069,1225.714,32223.192,67.163,0.79,0.103,9.7,43.286
Guatemala,18/10/2021,588262,1212.571,32233.767,66.443,0.79,0.101,9.9,45.857
Guatemala,19/10/2021,589986,1212.571,32328.234,66.443,0.79,0.101,9.9,45.429
Guatemala,20/10/2021,591460,1179.857,32409.002,64.65,0.79,0.109,9.2,48.286
Guatemala,21/10/2021,591767,1022,32425.824,56,0.79,0.095,10.6,51.714
Guatemala,22/10/2021,593459,1020.143,32518.537,55.899,0.8,0.097,10.3,54.143
Guatemala,23/10/2021,594665,996.857,32584.619,54.623,0.8,0.099,10.1,55.571
Guatemala,24/10/2021,595008,991.286,32603.414,54.317,0.8,0.099,10.1,52.857
Guatemala,25/10/2021,595067,972.143,32606.647,53.268,0.81,0.103,9.7,51.571
Guatemala,26/10/2021,596417,918.714,32680.62,50.341,0.81,0.098,10.2,51.571
Guatemala,27/10/2021,597768,901.143,32754.648,49.378,0.81,0.087,11.4,49.571
Guatemala,28/10/2021,599042,1039.286,32824.457,56.948,0.81,0.102,9.8,51.714
Guatemala,29/10/2021,600419,994.286,32899.909,54.482,0.81,0.096,10.5,54
Guatemala,30/10/2021,601402,962.429,32953.773,52.736,0.8,0.093,10.8,56.429
Guatemala,31/10/2021,601572,937.714,32963.088,51.382,0.8,0.093,10.8,56.286
Guatemala,1/11/2021,601657,941.429,32967.745,51.586,0.8,0.109,9.2,55.571
Guatemala,2/11/2021,601793,768,32975.197,42.082,0.8,0.098,10.2,54.571
Guatemala,3/11/2021,602575,686.714,33018.047,37.628,0.8,0.09,11.1,51.429
Guatemala,4/11/2021,603641,657,33076.458,36,0.81,0.094,10.6,50.429
Hungary,6/10/2021,825799,532.429,85715.706,55.265,1.33,0.043,23.1,9.714
Hungary,7/10/2021,826636,561.571,85802.585,58.29,1.36,0.047,21.3,9.857
Hungary,8/10/2021,827410,575.143,85882.924,59.698,1.38,0.048,21,10.857
Hungary,9/10/2021,827410,575.143,85882.924,59.698,1.4,0.046,21.6,10.857
Hungary,10/10/2021,827410,575.143,85882.924,59.698,1.42,0.045,22.1,10.857
Hungary,11/10/2021,829456,654.286,86095.293,67.913,1.43,0.05,20,10.429
Hungary,12/10/2021,829911,677.286,86142.521,70.3,1.46,0.052,19.3,10.571
Hungary,13/10/2021,830725,703.714,86227.012,73.044,1.49,0.053,19,11
Hungary,14/10/2021,831866,747.143,86345.444,77.551,1.52,0.056,17.9,11.714
Hungary,15/10/2021,833115,815,86475.087,84.595,1.56,0.06,16.7,10.857
Hungary,16/10/2021,833115,815,86475.087,84.595,1.6,0.059,17,10.857
Hungary,17/10/2021,833115,815,86475.087,84.595,1.64,0.058,17.3,10.857
Hungary,18/10/2021,836389,990.429,86814.92,102.804,1.69,0.069,14.5,14.143
Hungary,19/10/2021,837248,1048.143,86904.082,108.794,1.73,0.072,13.9,14
Hungary,20/10/2021,838916,1170.143,87077.215,121.458,1.77,0.079,12.7,16.857
Hungary,21/10/2021,841277,1344.429,87322.281,139.548,1.79,0.088,11.4,18.143
Hungary,22/10/2021,843825,1530,87586.756,158.81,1.8,0.098,10.2,20.143
Hungary,23/10/2021,843825,1530,87586.756,158.81,1.8,0.096,10.5,20.143
Hungary,24/10/2021,843825,1530,87586.756,158.81,1.82,0.093,10.7,20.143
Hungary,25/10/2021,850513,2017.714,88280.953,209.433,1.84,0.12,8.3,23.571
Hungary,26/10/2021,852214,2138,88457.512,221.919,1.82,0.125,8,27.571
Hungary,27/10/2021,855339,2346.143,88781.878,243.523,1.8,0.134,7.5,28.429
Hungary,28/10/2021,859378,2585.857,89201.116,268.405,1.76,0.138,7.2,32
Hungary,29/10/2021,863419,2799.143,89620.561,290.543,1.73,0.146,6.9,33.857
Hungary,30/10/2021,863419,2799.143,89620.561,290.543,1.72,0.136,7.3,33.857
Hungary,31/10/2021,863419,2799.143,89620.561,290.543,1.71,0.128,7.8,33.857
Hungary,1/11/2021,874630,3445.286,90784.232,357.611,1.7,0.149,6.7,44.857
Hungary,2/11/2021,876497,3469,90978.022,360.073,1.68,0.149,6.7,44.143
Hungary,3/11/2021,879092,3393.286,91247.376,352.214,1.67,0.151,6.6,49.571
Hungary,4/11/2021,885360,3711.714,91897.977,385.266,1.7,0.172,5.8,58.429
Iraq,6/10/2021,2016623,2250.571,48971.704,54.653,0.85,0.107,9.4,31.286
Iraq,7/10/2021,2018667,2194.857,49021.341,53.3,0.83,0.104,9.6,30.429
Iraq,8/10/2021,2020882,2127.286,49075.13,51.659,0.82,0.103,9.7,29.571
Iraq,9/10/2021,2022109,2126,49104.926,51.628,0.81,0.105,9.5,27.571
Iraq,10/10/2021,2023761,2011.857,49145.044,48.856,0.8,0.104,9.6,28.286
Iraq,11/10/2021,2024705,1867.286,49167.968,45.345,0.79,0.102,9.8,28.429
Iraq,12/10/2021,2026349,1749.286,49207.891,42.48,0.82,0.1,10,28.571
Iraq,13/10/2021,2028115,1641.714,49250.776,39.867,0.86,0.1,10,30.714
Iraq,14/10/2021,2030498,1690.143,49308.645,41.043,0.9,0.098,10.2,29.714
Iraq,15/10/2021,2032660,1682.571,49361.147,40.86,0.91,0.096,10.5,29.143
Iraq,16/10/2021,2033737,1661.143,49387.301,40.339,0.9,0.093,10.8,28.714
Iraq,17/10/2021,2035453,1670.286,49428.972,40.561,0.9,0.089,11.3,27.571
Iraq,18/10/2021,2037012,1758.143,49466.831,42.695,0.89,0.086,11.6,27.714
Iraq,19/10/2021,2038847,1785.429,49511.392,43.357,0.89,0.087,11.6,27.143
Iraq,20/10/2021,2040235,1731.429,49545.098,42.046,0.88,0.083,12,25.857
Iraq,21/10/2021,2042117,1659.857,49590.801,40.308,0.88,0.081,12.3,27.714
Iraq,22/10/2021,2043963,1614.714,49635.629,39.212,0.88,0.08,12.4,26.857
Iraq,23/10/2021,2045027,1612.857,49661.467,39.167,0.88,0.081,12.3,28.429
Iraq,24/10/2021,2046274,1545.857,49691.75,37.54,0.87,0.08,12.5,29.286
Iraq,25/10/2021,2047811,1542.714,49729.074,37.463,0.86,0.079,12.6,29.714
Iraq,26/10/2021,2049240,1484.714,49763.776,36.055,0.85,0.075,13.3,30.571
Iraq,27/10/2021,2050652,1488.143,49798.065,36.138,0.84,0.074,13.5,32.143
Iraq,28/10/2021,2052123,1429.429,49833.787,34.712,0.83,0.072,13.8,29.714
Iraq,29/10/2021,2053520,1365.286,49867.712,33.155,0.83,0.07,14.3,30
Iraq,30/10/2021,2054202,1310.714,49884.273,31.829,0.82,0.068,14.8,28.714
Iraq,31/10/2021,2055248,1282,49909.674,31.132,0.83,0.066,15.1,29.857
Iraq,1/11/2021,2056401,1227.143,49937.674,29.8,0.83,0.064,15.5,29
Iraq,2/11/2021,2057716,1210.857,49969.607,29.404,0.84,0.064,15.6,28.429
Iraq,3/11/2021,2058914,1180.286,49998.7,28.662,0.84,0.063,15.9,26.714
Iraq,4/11/2021,2060066,1134.714,50026.675,27.555,0.84,0.062,16,26.857
Ireland,6/10/2021,396625,1137.143,79597.159,228.209,1.03,0.058,17.2,4.429
Ireland,7/10/2021,397831,1128.429,79839.186,226.46,1.07,0.058,17.3,4.429
Ireland,8/10/2021,399833,1263.429,80240.96,253.553,1.12,0.064,15.7,4.429
Ireland,9/10/2021,401773,1314,80630.291,263.702,1.13,0.066,15,4.429
Ireland,10/10/2021,403157,1361.571,80908.041,273.249,1.14,0.068,14.6,4.429
Ireland,11/10/2021,404514,1427.857,81180.372,286.551,1.14,0.071,14,4.429
Ireland,12/10/2021,405970,1475.286,81472.571,296.069,1.15,0.073,13.6,4.429
Ireland,13/10/2021,408021,1628,81884.178,326.717,1.17,0.08,12.5,3.714
Ireland,14/10/2021,409647,1688,82210.494,338.758,1.16,0.082,12.2,3.714
Ireland,15/10/2021,411554,1674.429,82593.203,336.035,1.16,0.081,12.4,3.714
Ireland,16/10/2021,413734,1708.714,83030.699,342.915,1.16,0.081,12.4,3.714
Ireland,17/10/2021,415114,1708.143,83307.646,342.801,1.17,0.08,12.6,3.714
Ireland,18/10/2021,416690,1739.429,83623.927,349.079,1.17,0.079,12.6,3.714
Ireland,19/10/2021,419087,1873.857,84104.972,376.057,1.18,0.084,11.9,3.714
Ireland,20/10/2021,421234,1887.571,84535.845,378.81,1.18,0.083,12,9
Ireland,21/10/2021,423260,1944.714,84942.435,390.277,1.17,0.085,11.8,9
Ireland,22/10/2021,425725,2024.429,85437.127,406.275,1.16,0.087,11.5,9
Ireland,23/10/2021,428152,2059.714,85924.192,413.356,1.15,0.089,11.3,9
Ireland,24/10/2021,429877,2109,86270.376,423.247,1.15,0.091,10.9,9
Ireland,25/10/2021,431722,2147.429,86640.642,430.959,1.15,0.094,10.7,9
Ireland,26/10/2021,433902,2116.429,87078.138,424.738,1.15,0.095,10.5,9
Ireland,27/10/2021,435526,2041.714,87404.052,409.744,1.16,0.095,10.6,9.571
Ireland,28/10/2021,438124,2123.429,87925.435,426.143,1.18,0.1,10,9.571
Ireland,29/10/2021,440665,2134.286,88435.378,428.322,1.2,0.101,9.9,9.571
Ireland,30/10/2021,443631,2211.286,89030.613,443.774,1.22,0.103,9.7,9.571
Ireland,31/10/2021,445594,2245.286,89424.56,450.598,1.24,0.102,9.8,9.571
Ireland,1/11/2021,448449,2389.571,89997.52,479.554,1.26,0.106,9.5,9.571
Ireland,2/11/2021,452172,2610,90744.674,523.791,1.27,0.112,8.9,9.571
Ireland,3/11/2021,455346,2831.429,91381.652,568.229,1.28,0.117,8.6,8
Ireland,4/11/2021,458370,2892.286,91988.527,580.442,1.27,0.117,8.6,8
Israel,6/10/2021,1298589,3045.571,139768.486,327.798,0.62,0.028,35.6,18.571
Israel,7/10/2021,1300968,2678.571,140024.54,288.297,0.62,0.025,39.5,17.286
Israel,8/10/2021,1302777,2458.143,140219.244,264.572,0.62,0.024,42.2,17
Israel,9/10/2021,1304356,2339.857,140389.194,251.841,0.62,0.023,43.6,17
Israel,10/10/2021,1305711,2226,140535.034,239.587,0.62,0.022,44.8,14.143
Israel,11/10/2021,1307870,2053.143,140767.409,220.982,0.61,0.021,48.3,13.857
Israel,12/10/2021,1309738,1913.571,140968.464,205.96,0.61,0.019,51.5,13.857
Israel,13/10/2021,1311295,1815.143,141136.046,195.366,0.61,0.018,54.1,13.857
Israel,14/10/2021,1312908,1705.714,141309.655,183.588,0.62,0.018,56.9,12.857
Israel,15/10/2021,1314213,1633.714,141450.113,175.838,0.62,0.017,59.2,13
Israel,16/10/2021,1315317,1565.857,141568.938,168.535,0.63,0.016,61.1,12.286
Israel,17/10/2021,1316317,1515.143,141676.569,163.076,0.62,0.016,63.7,11.286
Israel,18/10/2021,1317758,1412.571,141831.665,152.037,0.62,0.015,67.2,10
Israel,19/10/2021,1319001,1323.286,141965.45,142.427,0.61,0.014,69.8,9.857
Israel,20/10/2021,1319902,1229.571,142062.426,132.34,0.61,0.013,74.8,10
Israel,21/10/2021,1320962,1150.571,142176.515,123.837,0.63,0.013,79.2,9.143
Israel,22/10/2021,1321894,1097.286,142276.827,118.102,0.64,0.012,82.2,9
Israel,23/10/2021,1322395,1011.143,142330.75,108.83,0.64,0.011,87.8,9
Israel,24/10/2021,1323079,966,142404.37,103.972,0.65,0.011,91.7,7.143
Israel,25/10/2021,1324040,897.429,142507.803,96.591,0.66,0.01,97.9,7.429
Israel,26/10/2021,1324897,842.286,142600.043,90.656,0.66,0.01,103.9,6
Israel,27/10/2021,1325496,799.143,142664.514,86.013,0.69,0.009,106.1,6.286
Israel,28/10/2021,1326171,744.143,142737.165,80.093,0.72,0.009,111.5,6.429
Israel,29/10/2021,1326742,692.571,142798.622,74.542,0.76,0.009,116.9,6.571
Israel,30/10/2021,1327126,675.857,142839.953,72.743,0.8,0.008,120,5.571
Israel,31/10/2021,1327458,625.571,142875.686,67.331,0.86,0.008,128.9,7.286
Israel,1/11/2021,1328218,596.857,142957.486,64.24,0.92,0.008,132.6,5.857
Israel,2/11/2021,1331597,957.143,143321.171,103.018,0.98,0.012,81.4,6.143
Israel,3/11/2021,1332247,964.429,143391.131,103.802,0.91,0.012,81,5.143
Israel,4/11/2021,1332801,947.143,143450.759,101.942,0.84,0.012,82.1,4.429
Italy,6/10/2021,4689341,3011.429,77679.931,49.885,0.86,0.011,94.4,41
Italy,7/10/2021,4692274,2845.571,77728.517,47.137,0.85,0.01,99.3,39.571
Italy,8/10/2021,4695291,2790.429,77778.494,46.224,0.85,0.01,100.2,36.429
Italy,9/10/2021,4698038,2710.143,77823.999,44.894,0.86,0.01,102.6,39.429
Italy,10/10/2021,4700316,2611.714,77861.735,43.264,0.87,0.009,105.6,38.571
Italy,11/10/2021,4701832,2598,77886.847,43.036,0.89,0.009,105.7,38.143
Italy,12/10/2021,4704318,2601.286,77928.028,43.091,0.91,0.01,105.2,38
Italy,13/10/2021,4707087,2535.143,77973.898,41.995,0.9,0.009,106.7,37.714
Italy,14/10/2021,4709753,2497,78018.06,41.363,0.91,0.009,109.9,37.571
Italy,15/10/2021,4712482,2455.857,78063.267,40.682,0.94,0.008,125.3,39.286
Italy,16/10/2021,4715464,2489.429,78112.664,41.238,0.98,0.008,131,34.714
Italy,17/10/2021,4717899,2511.857,78153.001,41.609,1.02,0.007,136.1,34.286
Italy,18/10/2021,4719493,2523,78179.406,41.794,1.06,0.007,141.5,35.714
Italy,19/10/2021,4722188,2552.857,78224.049,42.289,1.11,0.006,159.2,38.714
Italy,20/10/2021,4725887,2685.714,78285.324,44.489,1.16,0.006,162.3,38.143
Italy,21/10/2021,4729678,2846.429,78348.122,47.152,1.19,0.006,165.7,37.571
Italy,22/10/2021,4733557,3010.714,78412.379,49.873,1.2,0.006,155.8,37.143
Italy,23/10/2021,4737462,3142.571,78477.066,52.057,1.22,0.007,150.1,40.714
Italy,24/10/2021,4741185,3326.571,78538.738,55.105,1.24,0.007,142.8,40.714
Italy,25/10/2021,4743720,3461,78580.731,57.332,1.25,0.007,137.3,38.714
Italy,26/10/2021,4747773,3655,78647.87,60.546,1.26,0.008,129.2,35.571
Italy,27/10/2021,4752368,3783,78723.987,62.666,1.25,0.008,124.1,38
Italy,28/10/2021,4757231,3936.143,78804.544,65.203,1.23,0.008,119.2,40
Italy,29/10/2021,4762563,4143.714,78892.869,68.642,1.22,0.009,112.8,39.143
Italy,30/10/2021,4767440,4282.571,78973.658,70.942,1.2,0.009,108.6,38.857
Italy,31/10/2021,4771965,4397.143,79048.615,72.84,1.18,0.01,104.1,39.143
Italy,1/11/2021,4774783,4437.571,79095.296,73.509,1.16,0.01,100.7,37.714
Italy,2/11/2021,4777614,4263,79142.192,70.618,1.14,0.011,91.3,36.714
Italy,3/11/2021,4782802,4347.714,79228.133,72.021,1.19,0.01,97.8,38.571
Italy,4/11/2021,4788704,4496.143,79325.901,74.48,1.25,0.011,92.8,39.857
Jamaica,6/10/2021,85261,253.571,28673.983,85.278,0.76,0.165,6,11.857
Jamaica,7/10/2021,85475,248.286,28745.953,83.501,0.75,0.166,6,13.571
Jamaica,8/10/2021,85680,230.143,28814.897,77.399,0.75,0.157,6.4,14.714
Jamaica,9/10/2021,85905,212.571,28890.566,71.49,0.75,0.145,6.9,15.857
Jamaica,10/10/2021,86126,203.571,28964.89,68.463,0.76,0.141,7.1,13
Jamaica,11/10/2021,86384,210,29051.658,70.625,0.76,0.155,6.4,14.714
Jamaica,12/10/2021,86456,184.714,29075.872,62.121,0.76,0.137,7.3,14
Jamaica,13/10/2021,86507,178,29093.024,59.863,0.76,0.134,7.5,15.714
Jamaica,14/10/2021,86722,178.143,29165.33,59.911,0.77,0.134,7.5,13.571
Jamaica,15/10/2021,86986,186.571,29254.115,62.746,0.77,0.14,7.1,13.143
Jamaica,16/10/2021,87232,189.571,29336.847,63.754,0.77,0.147,6.8,15.429
Jamaica,17/10/2021,87389,180.429,29389.647,60.68,0.77,0.141,7.1,15.714
Jamaica,18/10/2021,87586,171.714,29455.9,57.749,0.77,0.135,7.4,13.143
Jamaica,19/10/2021,87667,173,29483.141,58.181,0.76,0.136,7.3,12.714
Jamaica,20/10/2021,87723,173.714,29501.974,58.422,0.76,0.145,6.9,10.857
Jamaica,21/10/2021,87797,153.571,29526.861,51.647,0.76,0.127,7.9,10.571
Jamaica,22/10/2021,87970,140.571,29585.043,47.275,0.77,0.116,8.6,11.571
Jamaica,23/10/2021,88159,132.429,29648.605,44.537,0.77,0.108,9.3,10.286
Jamaica,24/10/2021,88259,124.286,29682.236,41.798,0.77,0.103,9.7,9.857
Jamaica,25/10/2021,88431,120.714,29740.081,40.597,0.77,0.102,9.8,9.429
Jamaica,26/10/2021,88480,116.143,29756.56,39.06,0.77,0.097,10.3,8.714
Jamaica,27/10/2021,88530,115.286,29773.375,38.772,0.77,0.09,11.1,9
Jamaica,28/10/2021,88666,124.143,29819.113,41.75,0.78,0.102,9.8,9.429
Jamaica,29/10/2021,88775,115,29855.771,38.675,0.78,0.099,10.1,9.143
Jamaica,30/10/2021,88907,106.857,29900.164,35.937,0.78,0.098,10.2,7.714
Jamaica,31/10/2021,89014,107.857,29936.149,36.273,0.78,0.099,10.1,8.143
Jamaica,1/11/2021,89123,98.857,29972.806,33.246,0.78,0.091,11,8.571
Jamaica,2/11/2021,89170,98.571,29988.613,33.15,0.79,0.09,11.1,8.857
Jamaica,3/11/2021,89216,98,30004.083,32.958,0.79,0.098,10.2,8.143
Jamaica,4/11/2021,89349,97.571,30048.812,32.814,0.79,0.094,10.7,8.286
Japan,6/10/2021,1711429,1133.143,13577.296,8.99,0.46,0.019,52.8,30.143
Japan,7/10/2021,1712401,1047,13585.007,8.306,0.46,0.018,56,29.714
Japan,8/10/2021,1713228,958.857,13591.568,7.607,0.46,0.017,59.1,31.429
Japan,9/10/2021,1714002,891.857,13597.709,7.075,0.46,0.016,62.7,30.286
Japan,10/10/2021,1714555,832.714,13602.096,6.606,0.47,0.015,67.6,29.286
Japan,11/10/2021,1714924,799.857,13605.023,6.346,0.49,0.014,69.3,28.714
Japan,12/10/2021,1715531,746.714,13609.839,5.924,0.5,0.014,73.4,27.714
Japan,13/10/2021,1716262,690.429,13615.638,5.477,0.51,0.013,77.3,28.714
Japan,14/10/2021,1716879,639.714,13620.533,5.075,0.51,0.012,86.7,27.857
Japan,15/10/2021,1717396,595.429,13624.634,4.724,0.5,0.011,92.4,24.571
Japan,16/10/2021,1717896,556.286,13628.601,4.413,0.51,0.01,97.3,23
Japan,17/10/2021,1718324,538.429,13631.996,4.272,0.52,0.01,99.2,23.429
Japan,18/10/2021,1718554,518.571,13633.821,4.114,0.51,0.01,101.2,23
Japan,19/10/2021,1718925,484.857,13636.764,3.847,0.5,0.009,106.3,22.714
Japan,20/10/2021,1719313,435.857,13639.842,3.458,0.49,0.008,121.5,19.429
Japan,21/10/2021,1719656,396.714,13642.564,3.147,0.5,0.008,124.1,17
Japan,22/10/2021,1719980,369.143,13645.134,2.929,0.5,0.008,119.3,15.429
Japan,23/10/2021,1720263,338.143,13647.379,2.683,0.51,0.008,130.4,14.286
Japan,24/10/2021,1720495,310.143,13649.22,2.46,0.54,0.007,142.7,13.571
Japan,25/10/2021,1720646,298.857,13650.418,2.371,0.58,0.007,151.6,12.143
Japan,26/10/2021,1720956,290.143,13652.877,2.302,0.62,0.006,156.9,10.429
Japan,27/10/2021,1721266,279,13655.336,2.213,0.63,0.006,157.6,10
Japan,28/10/2021,1721539,269,13657.502,2.134,0.66,0.006,167.8,9
Japan,29/10/2021,1721831,264.429,13659.819,2.098,0.67,0.005,189.4,9.571
Japan,30/10/2021,1722115,264.571,13662.072,2.099,0.67,0.005,189,9.857
Japan,31/10/2021,1722343,264,13663.88,2.094,0.67,0.005,187.9,9.714
Japan,1/11/2021,1722427,254.429,13664.547,2.018,0.66,0.005,189.6,9.714
Japan,2/11/2021,1722648,241.714,13666.3,1.918,0.67,0.005,201.7,8.571
Japan,3/11/2021,1722912,235.143,13668.394,1.865,0.69,0.005,186.4,8.714
Japan,4/11/2021,1723070,218.714,13669.648,1.735,0.68,0.005,202.1,8.286
Jordan,6/10/2021,829888,999.429,80814.707,97.325,1.09,0.036,27.9,9.143
Jordan,7/10/2021,830944,1003.571,80917.54,97.728,1.09,0.037,26.7,9.286
Jordan,8/10/2021,831832,1019.286,81004.014,99.258,1.09,0.038,26.1,8.857
Jordan,9/10/2021,832399,1022,81059.228,99.523,1.09,0.039,25.9,9.429
Jordan,10/10/2021,833471,1027,81163.62,100.01,1.1,0.039,25.6,9.857
Jordan,11/10/2021,834778,1039.143,81290.896,101.192,1.1,0.041,24.4,9.286
Jordan,12/10/2021,835969,1056.714,81406.876,102.903,1.11,0.042,23.5,9.286
Jordan,13/10/2021,837255,1052.429,81532.107,102.486,1.12,0.044,22.6,9.571
Jordan,14/10/2021,838523,1082.714,81655.585,105.435,1.12,0.043,23.3,9.143
Jordan,15/10/2021,839544,1101.714,81755.01,107.285,1.12,0.043,23.3,10
Jordan,16/10/2021,840117,1102.571,81810.809,107.369,1.13,0.042,23.7,9
Jordan,17/10/2021,841489,1145.429,81944.415,111.542,1.14,0.043,23.2,9.714
Jordan,18/10/2021,843204,1203.714,82111.422,117.218,1.15,0.044,22.6,9.857
Jordan,19/10/2021,844801,1261.714,82266.938,122.866,1.15,0.047,21.3,9.714
Jordan,20/10/2021,846033,1254,82386.911,122.115,1.15,0.047,21.1,8.857
Jordan,21/10/2021,846033,1072.857,82386.911,104.475,1.16,0.044,23,8
Jordan,22/10/2021,849000,1350.857,82675.838,131.547,1.19,0.056,18,10.143
Jordan,23/10/2021,849758,1377.286,82749.652,134.12,1.18,0.044,23,10.857
Jordan,24/10/2021,851410,1417.286,82910.524,138.016,1.18,0.044,22.7,10.286
Jordan,25/10/2021,853012,1401.143,83066.528,136.444,1.17,0.043,23.4,11.143
Jordan,26/10/2021,854758,1422.429,83236.554,138.516,1.17,0.041,24.3,11.571
Jordan,27/10/2021,856450,1488.143,83401.321,144.916,1.17,0.041,24.6,11.429
Jordan,28/10/2021,858342,1758.429,83585.564,171.236,1.17,0.046,21.6,13.857
Jordan,29/10/2021,859796,1542.286,83727.155,150.188,1.16,0.04,25.2,12.286
Jordan,30/10/2021,860818,1580,83826.678,153.861,1.17,0.049,20.3,12.429
Jordan,31/10/2021,862541,1590.143,83994.464,154.849,1.17,0.05,20.1,12.429
Jordan,1/11/2021,864661,1664.143,84200.91,162.055,1.17,0.051,19.6,12.429
Jordan,2/11/2021,866451,1670.429,84375.221,162.667,1.17,0.05,19.8,12.286
Jordan,3/11/2021,868493,1720.429,84574.071,167.536,1.17,0.052,19.3,13.429
Jordan,4/11/2021,870505,1737.571,84770,169.205,1.18,0.051,19.6,12.571
Kosovo,6/10/2021,160279,36,89937.518,20.201,0.43,0.013,77.9,2.286
Kosovo,7/10/2021,160309,33.857,89954.352,18.998,0.44,0.013,78.7,1.714
Kosovo,8/10/2021,160334,31.429,89968.38,17.636,0.45,0.012,80.3,1.571
Kosovo,9/10/2021,160374,29.143,89990.826,16.353,0.46,0.012,81.8,1
Kosovo,10/10/2021,160386,27.571,89997.559,15.471,0.47,0.011,90.4,1.286
Kosovo,11/10/2021,160400,28.571,90005.415,16.032,0.48,0.012,82.2,1.429
Kosovo,12/10/2021,160435,28.143,90025.054,15.792,0.49,0.012,80.9,1.143
Kosovo,13/10/2021,160464,26.429,90041.327,14.83,0.5,0.012,86.5,1.143
Kosovo,14/10/2021,160495,26.571,90058.722,14.91,0.52,0.012,85.5,1.143
Kosovo,15/10/2021,160515,25.857,90069.945,14.509,0.53,0.011,87.2,1
Kosovo,16/10/2021,160530,22.286,90078.362,12.505,0.54,0.01,100.6,1
Kosovo,17/10/2021,160540,22,90083.973,12.345,0.55,0.01,96.3,0.429
Kosovo,18/10/2021,160541,20.143,90084.534,11.303,0.56,0.01,97.1,0.143
Kosovo,19/10/2021,160558,17.571,90094.074,9.86,0.58,0.01,101.9,0.286
Kosovo,20/10/2021,160572,15.429,90101.929,8.657,0.6,0.01,104.8,0.143
Kosovo,21/10/2021,160590,13.571,90112.03,7.615,0.62,0.009,108.1,0.143
Kosovo,22/10/2021,160606,13,90121.008,7.295,0.64,0.009,113.1,0.143
Kosovo,23/10/2021,160622,13.143,90129.986,7.375,0.66,0.006,160.8,0.143
Kosovo,24/10/2021,160635,13.571,90137.281,7.615,0.68,0.006,154.4,0.143
Kosovo,25/10/2021,160638,13.857,90138.964,7.776,0.7,0.006,177,0.286
Kosovo,26/10/2021,160658,14.286,90150.187,8.016,0.72,0.006,181.4,0.143
Kosovo,27/10/2021,160680,15.429,90162.532,8.657,0.74,0.006,172.7,0.286
Kosovo,28/10/2021,160696,15.143,90171.51,8.497,0.76,0.006,180.6,0.286
Kosovo,29/10/2021,160724,16.857,90187.221,9.459,0.78,0.006,157.4,0.286
Kosovo,30/10/2021,160749,18.143,90201.25,10.181,0.78,0.009,110.5,0.286
Kosovo,31/10/2021,160762,18.143,90208.544,10.181,0.79,0.009,109.6,0.429
Kosovo,1/11/2021,160767,18.429,90211.35,10.341,0.79,0.011,88.9,0.286
Kosovo,2/11/2021,160788,18.571,90223.134,10.421,0.79,0.012,81.2,0.286
Kosovo,3/11/2021,160809,18.429,90234.917,10.341,0.8,0.012,82.5,0.286
Kosovo,4/11/2021,160823,18.143,90242.773,10.181,0.8,0.011,89.7,0.286
Kuwait,6/10/2021,411935,47.143,95166.907,10.891,0.91,0.002,478.5,0.571
Kuwait,7/10/2021,411981,46.571,95177.534,10.759,0.88,0.002,485.5,0.429
Kuwait,8/10/2021,412016,46.571,95185.62,10.759,0.85,0.002,478.8,0.429
Kuwait,9/10/2021,412048,45.286,95193.013,10.462,0.83,0.002,478.1,0.429
Kuwait,10/10/2021,412079,39.429,95200.174,9.109,0.83,0.002,521.6,0.286
Kuwait,11/10/2021,412121,38,95209.877,8.779,0.85,0.002,490.3,0.429
Kuwait,12/10/2021,412158,36.286,95218.425,8.383,0.87,0.002,502.8,0.429
Kuwait,13/10/2021,412196,37.286,95227.204,8.614,0.89,0.002,481.5,0.429
Kuwait,14/10/2021,412228,35.286,95234.597,8.152,0.88,0.002,500.2,0.429
Kuwait,15/10/2021,412258,34.571,95241.528,7.987,0.88,0.002,510.5,0.286
Kuwait,16/10/2021,412297,35.571,95250.538,8.218,0.89,0.002,488,0.286
Kuwait,17/10/2021,412332,36.143,95258.623,8.35,0.88,0.002,480.5,0.429
Kuwait,18/10/2021,412371,35.714,95267.633,8.251,0.86,0.002,479,0.429
Kuwait,19/10/2021,412403,35,95275.026,8.086,0.83,0.002,483,0.429
Kuwait,20/10/2021,412424,32.571,95279.878,7.525,0.81,0.002,528.1,0.429
Kuwait,21/10/2021,412449,31.571,95285.653,7.294,0.81,0.002,560.4,0.571
Kuwait,22/10/2021,412481,31.857,95293.046,7.36,0.81,0.002,547.2,0.714
Kuwait,23/10/2021,412506,29.857,95298.822,6.898,0.79,0.002,580.8,0.571
Kuwait,24/10/2021,412527,27.857,95303.673,6.436,0.77,0.002,623,0.571
Kuwait,25/10/2021,412557,26.571,95310.604,6.139,0.77,0.002,660.2,0.429
Kuwait,26/10/2021,412578,25,95315.455,5.776,0.77,0.001,700.3,0.429
Kuwait,27/10/2021,412594,24.286,95319.152,5.611,0.78,0.001,711.2,0.429
