location,date,new_cases_smoothed_per_million,total_cases_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests_smoothed_per_thousand,positive_rate,people_fully_vaccinated_per_hundred,stringency_index,
Singapore,12/7/2021,2.305,11397.609,0.026,1.78,16.629,0,43.41,50.93,
Singapore,13/7/2021,2.724,11400.909,0.026,2.03,16.114,0,44.39,50.93,
Singapore,14/7/2021,3.982,11404.577,0,2.28,15.6,0,45.10116667,50.93,
Singapore,15/7/2021,4.82,11407.144,0,2.33,15.086,0,45.9186,50.93,
Singapore,16/7/2021,6.156,11408.794,0.026,2.4,14.571,0,47.85,50.93,
Singapore,17/7/2021,7.78,11409.528,0.026,2.44,14.057,0.001,49.07,50.93,
Singapore,18/7/2021,9.98,11411.911,0.026,2.5,13.543,0.001,50.38,50.93,
Singapore,19/7/2021,13.805,11413.562,0.026,2.52,13.029,0.001,51.2,50.93,
Singapore,20/7/2021,18.232,11416.862,0.026,2.38,12.956,0.001,51.21,50.93,
Singapore,21/7/2021,21.401,11419.246,0.026,2.13,12.883,0.002,52.597,50.93,
Singapore,22/7/2021,24.597,11423.83,0.026,1.91,12.81,0.002,53.13,50.93,
Singapore,23/7/2021,26.483,11426.397,0,1.7,12.737,0.002,54.34,50.93,
Singapore,24/7/2021,28.107,11430.798,0,1.54,12.665,0.002,55.39,50.93,
Singapore,25/7/2021,28.972,11435.749,0,1.41,12.592,0.002,56.29,50.93,
Singapore,26/7/2021,28.002,11438.683,0,1.29,12.519,0.002,57.25,50.93,
Singapore,27/7/2021,26.536,11442.533,0,1.22,12.526,0.002,57.92,50.93,
Singapore,28/7/2021,25.357,11444.55,0,1.15,12.533,0.002,59.078,50.93,
Singapore,29/7/2021,24.388,11447.484,0.026,1.12,12.54,0.002,59.81,50.93,
Singapore,30/7/2021,24.545,11450.785,0.026,1.09,12.547,0.002,61.01,50.93,
Singapore,31/7/2021,24.283,11454.819,0.026,1.04,12.554,0.002,62.19,50.93,
Singapore,1/8/2021,24.178,11459.036,0.026,0.99,12.561,0.002,63.23,50.93,
Singapore,2/8/2021,23.549,11462.704,0.026,0.92,12.567,0.002,64.29,50.93,
Singapore,3/8/2021,22.58,11465.821,0.052,0.87,12.301,0.002,65.3,50.93,
Singapore,4/8/2021,21.506,11468.388,0.052,0.83,12.035,0.002,66.35,50.93,
Singapore,5/8/2021,20.589,11470.038,0.026,0.83,11.769,0.002,67.49714286,50.93,
Singapore,6/8/2021,19.489,11471.872,0.026,0.82,11.502,0.002,68.67,50.93,
Singapore,7/8/2021,18.467,11474.806,0.026,0.79,11.236,0.002,69.82,50.93,
Singapore,8/8/2021,17.341,11476.639,0.026,0.76,10.97,0.002,70.82,50.93,
Singapore,9/8/2021,16.319,11478.473,0.026,0.7,10.703,0.002,71.47,50.93,
Singapore,10/8/2021,13.648,11479.756,0,0.67,10.341,0.001,72.545,47.22,
Singapore,11/8/2021,14.224,11481.774,0,0.73,9.98,0.001,73.22,47.22,
Singapore,12/8/2021,13.202,11484.157,0,0.73,9.618,0.001,74.67,47.22,
Singapore,13/8/2021,11.945,11485.991,0,0.74,9.256,0.001,75.60333333,47.22,
Singapore,14/8/2021,11.342,11488.191,0,0.75,8.894,0.001,76.45,47.22,
Singapore,15/8/2021,10.688,11491.125,0,0.76,8.532,0.001,76.45,47.22,
Singapore,16/8/2021,10.19,11492.959,0,0.74,8.17,0.001,76.45,47.22,
Singapore,17/8/2021,11.657,11494.059,0,0.76,8.544,0.001,76.45,47.22,
Singapore,18/8/2021,9.98,11495.526,0,0.77,8.918,0.001,76.45,47.22,
Singapore,19/8/2021,9.273,11500.293,0,0.81,9.292,0.001,78.23,47.22,
Singapore,20/8/2021,9.037,11505.061,0,0.89,9.666,0.001,79.39,47.22,
Singapore,21/8/2021,8.487,11516.063,0,0.97,10.039,0.001,79.53,47.22,
Singapore,22/8/2021,8.016,11524.864,0,1.13,10.413,0.001,79.59,47.22,
Singapore,23/8/2021,9.194,11536.05,0,1.29,10.787,0.001,79.66,47.22,
Singapore,24/8/2021,10.766,11548.518,0,1.41,10.872,0.001,79.74,47.22,
Singapore,25/8/2021,12.521,11565.388,0,1.46,10.957,0.001,79.87,47.22,
Singapore,26/8/2021,14.722,11596.927,0,1.48,11.042,0.001,79.94,47.22,
Singapore,27/8/2021,13.674,11632.683,0,1.5,11.127,0.001,80.04,47.22,
Singapore,28/8/2021,19.07,11665.872,0,1.68,11.212,0.002,81.13,47.22,"19.07,11665.872,0,1.68,11.212,0.002,81.13,47.22"
Singapore,29/8/2021,18.153,11697.044,0,1.66,11.297,0.002,81.18,47.22,"19.07,11665.872,0,1.68,11.212,0.002,81.13,47.22"
Singapore,30/8/2021,23.13,11721.432,0,1.77,11.382,0.002,81.25,47.22,
Singapore,31/8/2021,24.309,11745.269,0.026,1.7,11.345,0.002,81.32,47.22,
Singapore,1/9/2021,25.881,11768.19,0.026,1.65,11.308,0.002,81.38,47.22,
Singapore,2/9/2021,27.845,11792.944,0.026,1.64,11.271,0.002,81.45,47.22,
Singapore,3/9/2021,33.582,11818.432,0.026,1.65,11.234,0.003,81.45,47.22,
Singapore,4/9/2021,34.001,11843.37,0.026,1.64,11.198,0.003,81.45,47.22,
Singapore,5/9/2021,39.004,11867.757,0.026,1.64,11.161,0.003,81.45,47.22,
Singapore,6/9/2021,37.773,11893.245,0.026,1.65,11.124,0.003,81.45,47.22,
Singapore,7/9/2021,42.253,11915.249,0,1.71,11.185,0.004,81.45,47.22,
Singapore,8/9/2021,46.68,11937.436,0,1.76,11.247,0.004,81.45,47.22,
Singapore,9/9/2021,53.647,11957.789,0.026,1.82,11.309,0.005,81.45,47.22,
Singapore,10/9/2021,62.92,11976.493,0.026,1.86,11.371,0.006,81.45,47.22,
Singapore,11/9/2021,70.674,11993.912,0.052,1.83,11.432,0.006,82.07,47.22,
Singapore,12/9/2021,79.292,12011.882,0.079,1.81,11.494,0.007,82.1,47.22,
Singapore,13/9/2021,88.88,12029.668,0.105,1.78,11.556,0.008,82.14,47.22,
Singapore,14/9/2021,102.108,12044.521,0.131,1.77,11.662,0.009,82.19,47.22,
Singapore,15/9/2021,114.105,12058.824,0.131,1.73,11.767,0.01,82.19,47.22,
Singapore,16/9/2021,125.972,12072.026,0.105,1.71,11.873,0.011,82.19,47.22,
Singapore,17/9/2021,135.454,12072.026,0.105,1.68,11.979,0.011,82.19,47.22,
Singapore,18/9/2021,147.347,12093.48,0.105,1.65,12.084,0.012,82.19,47.22,
Singapore,19/9/2021,160.235,12104.298,0.079,1.62,12.19,0.013,82.19,47.22,
Singapore,20/9/2021,168.355,12113.283,0.079,1.58,12.295,0.014,82.19,47.22,
Singapore,21/9/2021,177.288,12123.918,0.052,1.57,12.231,0.014,82.19,47.22,
Singapore,22/9/2021,194.315,12133.636,0.052,1.59,12.168,0.016,82.19,47.22,
Singapore,23/9/2021,209.874,12143.355,0.052,1.59,12.104,0.017,82.19,47.22,
Singapore,24/9/2021,228.604,12153.623,0.079,1.58,12.04,0.019,82.19,47.22,
Singapore,25/9/2021,239.973,12163.342,0.079,1.57,11.976,0.02,82.79,47.22,
Singapore,26/9/2021,264.255,12169.209,0.079,1.58,11.912,0.022,82.81,47.22,
Singapore,27/9/2021,283.378,12176.544,0.079,1.55,11.848,0.024,82.81,50.93,
Singapore,28/9/2021,311.092,12183.328,0.079,1.53,11.853,0.026,83.01,50.93,
Singapore,29/9/2021,332.336,12189.746,0.131,1.52,11.857,0.028,83.03,50.93,
Singapore,30/9/2021,357.85,12207.716,0.157,1.51,11.861,0.03,83.07,50.93,
Singapore,1/10/2021,390.83,12228.986,0.131,1.49,11.866,0.033,83.1,50.93,
Singapore,2/10/2021,414.746,12250.99,0.157,1.44,11.87,0.035,83.11,50.93,
Singapore,3/10/2021,417.837,12272.261,0.157,1.41,11.875,0.035,83.12,50.93,
Singapore,4/10/2021,439.526,12272.261,0.131,1.41,11.879,0.037,84.16,50.93,
Singapore,5/10/2021,472.27,12316.818,0.21,1.41,11.763,0.04,84.2,50.93,
Singapore,6/10/2021,506.559,12316.818,0.157,1.39,11.646,0.043,84.23,50.93,
Singapore,7/10/2021,532.885,12369.627,0.131,1.36,11.53,0.046,84.28,50.93,
Singapore,8/10/2021,550.724,12399.149,0.131,1.32,11.414,0.048,84.35,50.93,
Singapore,9/10/2021,586.009,12432.155,0.079,1.26,11.297,0.052,84.41,50.93,
Singapore,10/10/2021,605.707,12467.178,0.079,1.2,11.181,0.054,84.45,50.93,
Singapore,11/10/2021,600.154,12507.335,0.079,1.14,11.065,0.054,84.52,50.93,
Singapore,12/10/2021,586.795,12554.826,0,1.1,10.347,0.057,85.61,50.93,
Singapore,13/10/2021,576.657,12589.849,0,1.09,9.63,0.06,85.66,50.93,
Singapore,14/10/2021,562.224,12634.04,0,1.1,8.912,0.063,85.72,50.93,
Singapore,15/10/2021,558.425,12694.917,0,1.11,8.194,0.068,85.78,50.93,
Singapore,16/10/2021,549.126,12758.912,0.026,1.12,7.477,0.073,85.83,50.93,
Singapore,17/10/2021,555.649,12842.709,0.052,1.12,6.759,0.082,85.86,50.93,
Singapore,18/10/2021,563.245,12947.778,0.079,1.11,6.042,0.093,85.91,50.93,
Singapore,19/10/2021,589.912,13049.545,0.079,1.11,5.768,0.102,85.95,50.93,
Singapore,20/10/2021,607.515,13144.895,0.079,1.11,5.495,0.111,85.98,50.93,
Singapore,21/10/2021,620.796,13256.198,0.079,1.1,5.222,0.119,86.03,50.93,
Singapore,22/10/2021,625.825,13409.674,0.079,1.1,4.949,0.126,86.07,50.93,
Singapore,23/10/2021,632.374,13557.65,0.052,1.1,4.676,0.135,86.1,50.93,
Singapore,24/10/2021,640.887,13724.512,0.052,1.1,4.403,0.146,86.1,47.22,
Singapore,25/10/2021,657.154,13895.959,0.026,1.08,4.13,0.159,86.17,47.22,
Singapore,26/10/2021,638.373,14080.974,0.052,1.07,4.13,0.155,86.21,44.44,
Singapore,27/10/2021,676.67,14266.54,0.052,1.08,4.13,0.164,86.245,44.44,
Singapore,28/10/2021,676.486,14434.685,0.105,1.05,4.13,0.164,86.285,44.44,
Singapore,29/10/2021,692.491,14650.689,0.183,1.03,4.13,0.168,86.325,44.44,
Singapore,30/10/2021,679.761,14917.852,0.262,0.99,4.13,0.165,86.365,44.44,
Singapore,31/10/2021,673.998,15193.634,0.288,0.97,4.13,0.163,86.405,44.44,
Singapore,1/11/2021,655.556,15496.186,0.367,0.94,4.13,0.159,86.445,44.44,
Singapore,2/11/2021,661.293,15760.782,0.419,0.92,3.976,0.166,86.485,44.44,
Singapore,3/11/2021,617.05,16116.327,0.472,0.9,3.822,0.161,86.525,44.44,
Singapore,4/11/2021,605.812,16418.329,0.472,0.88,3.667,0.165,86.565,44.44,
